TF	homer_db	enformer_db	cistrome_db	cistrome_files
SIX5	0	0	0	0
SKI	0	0	0	0
SKIL	0	0	0	0
SLC30A9	0	0	0	0
SMAD	1	0	0	0
SMAD1	0	0	0	0
SMAD2	1	1	1	9
SMAD2/3	0	0	0	0
SMAD3	1	1	1	18
SMAD4	1	1	1	14
SMAD5	0	0	0	0
SMARCA1	0	0	0	0
SMARCA2	0	0	0	0
SMARCA4	0	0	0	0
SMARCA5	0	0	0	0
SMARCB1	0	0	0	0
SMARCC1	0	0	0	0
SMARCC2	0	0	0	0
SMARCE1	0	0	0	0
SMC1A	0	0	0	0
SMC3	0	0	0	0
SMC4	0	0	0	0
SMN1	0	0	0	0
SNAI1	1	0	1	4
SNAI2	1	0	1	13
SNAPC1	0	0	0	0
SNAPC2	0	0	0	0
SNAPC4	0	0	0	0
SNAPC5	0	0	0	0
SND1	0	0	0	0
SNIP1	0	0	0	0
SNRNP70	0	0	0	0
SON	0	0	0	0
SOX10	1	0	1	1
SOX11	0	0	0	0
SOX13	0	0	0	0
SOX15	1	0	1	1
SOX17	1	0	1	3
SOX2	1	1	1	38
SOX21	1	0	0	0
SOX3	1	0	1	1
SOX4	1	1	1	6
SOX5	0	0	0	0
SOX6	1	1	0	0
SOX7	1	0	0	0
SOX9	1	0	1	5
SP1	1	1	1	28
SP140	0	0	0	0
SP2	1	1	1	7
SP3	0	0	0	0
SP4	0	0	0	0
SP5	1	1	0	0
SP7	0	0	0	0
SPDEF	1	0	1	5
SPI1	0	0	0	0
SPIB	1	0	1	6
SPIN1	0	0	0	0
SRC	0	0	0	0
SRCAP	0	0	0	0
SREBF1	0	0	0	0
SREBF2	0	0	0	0
SREBP1A	1	0	0	0
SREBP2	1	0	0	0
SRF	1	1	1	17
SRPK1	0	0	0	0
SRPK2	0	0	0	0
SRSF1	0	0	0	0
SRSF3	0	0	0	0
SRSF4	0	0	0	0
SRSF7	0	0	0	0
SRSF9	0	0	0	0
SS18	0	0	0	0
SSRP1	0	0	0	0
SSU72	0	0	0	0
STAF	1	0	0	0
STAG1	0	0	0	0
STAG2	0	0	0	0
STAT1	1	1	1	32
STAT2	0	0	0	0
STAT3	1	1	1	42
STAT4	1	0	1	10
STAT5	1	0	1	5
STAT5A	0	0	0	0
STAT5B	0	0	0	0
STAT6	1	0	1	10
SUMO1	0	0	0	0
SUMO2	0	0	0	0
SUPT20H	0	0	0	0
SUPT5H	0	0	0	0
SUZ12	0	0	0	0
SVIL	0	0	0	0
SYNCRIP	0	0	0	0
T	0	0	0	0
T1ISRE	1	0	0	0
TABLE	1	0	0	0
TAF1	0	0	0	0
TAF15	0	0	0	0
TAF3	0	0	0	0
TAF7	0	0	0	0
TAF9B	0	0	0	0
TAFII	0	0	0	0
TAL1	0	0	0	0
TALE	0	0	0	0
TARDBP	0	0	0	0
TAT	0	0	0	0
TATA	1	0	0	0
TAZ	0	0	0	0
TBET	1	0	0	0
TBL1X	0	0	0	0
TBL1XR1	0	0	0	0
TBOX	1	0	0	0
TBP	0	0	0	0
TBR1	1	0	0	0
TBX20	1	0	0	0
TBX21	1	1	1	3
TBX3	0	0	0	0
TBX5	1	0	1	7
TBX6	1	0	0	0
TCF12	1	1	1	16
TCF21	1	0	1	4
TCF3	1	0	0	0
TCF4	1	0	1	22
TCF7	1	1	1	10
TCF7L1	0	0	0	0
TCF7L2	1	1	1	18
TCFCP2L1	1	0	0	0
TCFL5	0	0	0	0
TCOF1	0	0	0	0
TDRD3	0	0	0	0
TEAD	1	0	0	0
TEAD1	1	1	1	7
TEAD1, TEAD4	0	0	0	0
TEAD2	1	1	1	3
TEAD3	1	1	0	0
TEAD4	1	1	1	18
TERC	0	0	0	0
TERF1	0	0	0	0
TERF2	0	0	0	0
TERT	0	0	0	0
TET1	0	0	0	0
TET2	0	0	0	0
TET3	0	0	0	0
TFAM	0	0	0	0
TFAP2A	0	0	0	0
TFAP2C	0	0	0	0
TFAP4	0	0	0	0
TFCP2	0	0	0	0
TFDP1	0	0	0	0
TFDP2	0	0	0	0
TFE3	1	1	1	1
TFEB	0	0	0	0
TGIF1	1	0	1	1
TGIF2	1	1	1	2
THAP1	0	0	0	0
THAP11	0	0	0	0
THAP4	0	0	0	0
THRA	0	0	0	0
THRAP3	0	0	0	0
THRB	1	1	0	0
TLE3	0	0	0	0
TLX	1	0	0	0
TLX1	0	0	0	0
TOE1	0	0	0	0
TOP1	0	0	0	0
TOP2B	0	0	0	0
TOX4	0	0	0	0
TP53	0	0	0	0
TP63	0	0	0	0
TP73	0	0	0	0
TR4	1	0	0	0
TRA	1	0	0	0
TRAF7	0	0	0	0
TRB	1	0	0	0
TRIM22	0	0	0	0
TRIM24	0	0	0	0
TRIM25	0	0	0	0
TRIM28	0	0	0	0
TRIP13	0	0	0	0
TRPS1	1	0	1	1
TRRAP	0	0	0	0
TSC22D4	0	0	0	0
TSHZ1	0	0	0	0
TTF1	0	0	0	0
TTF2	0	0	0	0
TWIST1	1	0	0	0
TWIST2	1	0	0	0
U2AF1	0	0	0	0
U2AF2	0	0	0	0
UBE2I	0	0	0	0
UBP1	0	0	0	0
UBTF	0	0	0	0
UHRF2	0	0	0	0
USF1	1	1	1	12
USF2	1	1	1	13
USP49	0	0	0	0
USP7	0	0	0	0
VDR	1	0	1	34
VEZF1	0	0	0	0
WDHD1	0	0	0	0
WDR5	0	0	0	0
WHSC1	0	0	0	0
WIZ	0	0	0	0
WNT3A	0	0	0	0
WORMS	1	0	0	0
WRNIP1	0	0	0	0
WT1	1	1	1	2
WWTR1	0	0	0	0
XBOX	1	0	0	0
XBP1	0	0	0	0
XCL1	0	0	0	0
XRCC3	0	0	0	0
XRCC4	0	0	0	0
XRCC5	0	0	0	0
XRN2	0	0	0	0
YAP1	0	0	0	0
YBX1	0	0	0	0
YBX3	0	0	0	0
YEAST	1	0	0	0
YY1	1	1	1	46
YY2	0	0	0	0
ZAC1	1	0	0	0
ZBED1	0	0	0	0
ZBED4	0	0	0	0
ZBED5	0	0	0	0
ZBTB1	0	0	0	0
ZBTB10	0	0	0	0
ZBTB11	0	0	0	0
ZBTB12	1	1	1	5
ZBTB14	0	0	0	0
ZBTB16	0	0	0	0
ZBTB17	0	0	0	0
ZBTB18	1	0	1	1
ZBTB2	0	0	0	0
ZBTB20	0	0	0	0
ZBTB21	0	0	0	0
ZBTB25	0	0	0	0
ZBTB26	0	0	0	0
ZBTB33	1	1	1	21
ZBTB39	0	0	0	0
ZBTB4	0	0	0	0
ZBTB40	0	0	0	0
ZBTB42	0	0	0	0
ZBTB44	0	0	0	0
ZBTB48	0	0	0	0
ZBTB49	0	0	0	0
ZBTB5	0	0	0	0
ZBTB6	0	0	0	0
ZBTB7A	0	0	0	0
ZBTB7B	0	0	0	0
ZBTB8A	0	0	0	0
ZC3H11A	0	0	0	0
ZC3H8	0	0	0	0
ZEB1	1	1	1	10
ZEB2	1	1	1	6
ZFAT	0	0	0	0
ZFHX2	0	0	0	0
ZFHX3	0	0	0	0
ZFP1	0	0	0	0
ZFP14	0	0	0	0
ZFP2	0	0	0	0
ZFP28	0	0	0	0
ZFP281	1	0	0	0
ZFP3	1	1	1	2
ZFP36	0	0	0	0
ZFP37	0	0	0	0
ZFP41	0	0	0	0
ZFP42	0	0	0	0
ZFP57	1	0	1	2
ZFP64	0	0	0	0
ZFP69	0	0	0	0
ZFP69B	0	0	0	0
ZFP809	1	0	0	0
ZFP82	0	0	0	0
ZFP90	0	0	0	0
ZFP91	0	0	0	0
ZFX	1	1	1	14
ZGPAT	0	0	0	0
ZHX1	0	0	0	0
ZHX2	0	0	0	0
ZIC	1	0	0	0
ZIC2	1	1	1	3
ZIC3	1	0	0	0
ZIK1	0	0	0	0
ZIM2	0	0	0	0
ZIM3	0	0	0	0
ZKSCAN1	1	1	1	5
ZKSCAN2	0	0	0	0
ZKSCAN3	0	0	0	0
ZKSCAN5	0	0	0	0
ZKSCAN8	0	0	0	0
ZMIZ1	0	0	0	0
ZMYM3	0	0	0	0
ZMYND11	0	0	0	0
ZMYND8	0	0	0	0
ZNF10	0	0	0	0
ZNF100	0	0	0	0
ZNF101	0	0	0	0
ZNF112	0	0	0	0
ZNF114	0	0	0	0
ZNF12	0	0	0	0
ZNF121	0	0	0	0
ZNF124	0	0	0	0
ZNF131	0	0	0	0
ZNF132	0	0	0	0
ZNF133	0	0	0	0
ZNF134	0	0	0	0
ZNF135	0	0	0	0
ZNF136	1	0	1	2
ZNF138	0	0	0	0
ZNF140	0	0	0	0
ZNF141	0	0	0	0
ZNF143	0	0	0	0
ZNF146	0	0	0	0
ZNF148	0	0	0	0
ZNF154	0	0	0	0
ZNF155	0	0	0	0
ZNF157	0	0	0	0
ZNF16	1	1	1	2
ZNF165	1	0	1	1
ZNF169	0	0	0	0
ZNF17	0	0	0	0
ZNF174	0	0	0	0
ZNF175	0	0	0	0
ZNF18	0	0	0	0
ZNF180	0	0	0	0
ZNF181	0	0	0	0
ZNF182	0	0	0	0
ZNF184	0	0	0	0
ZNF189	1	1	1	1
ZNF19	0	0	0	0
ZNF195	0	0	0	0
ZNF197	0	0	0	0
ZNF2	0	0	0	0
ZNF202	0	0	0	0
ZNF205	0	0	0	0
ZNF207	0	0	0	0
ZNF211	0	0	0	0
ZNF212	0	0	0	0
ZNF213	0	0	0	0
ZNF214	0	0	0	0
ZNF217	0	0	0	0
ZNF22	0	0	0	0
ZNF221	0	0	0	0
ZNF222	0	0	0	0
ZNF223	0	0	0	0
ZNF224	0	0	0	0
ZNF225	0	0	0	0
ZNF23	0	0	0	0
ZNF235	0	0	0	0
ZNF236	0	0	0	0
ZNF239	0	0	0	0
ZNF24	0	0	0	0
ZNF248	0	0	0	0
ZNF25	0	0	0	0
ZNF250	0	0	0	0
ZNF254	0	0	0	0
ZNF257	0	0	0	0
ZNF26	0	0	0	0
ZNF260	0	0	0	0
ZNF263	1	1	1	7
ZNF264	1	0	1	4
ZNF266	0	0	0	0
ZNF267	0	0	0	0
ZNF273	0	0	0	0
ZNF274	0	0	0	0
ZNF28	0	0	0	0
ZNF280A	0	0	0	0
ZNF280C	0	0	0	0
ZNF280D	0	0	0	0
ZNF281	0	0	0	0
ZNF282	0	0	0	0
ZNF283	0	0	0	0
ZNF284	0	0	0	0
ZNF285	0	0	0	0
ZNF287	0	0	0	0
ZNF292	0	0	0	0
ZNF3	0	0	0	0
ZNF30	0	0	0	0
ZNF300	0	0	0	0
ZNF302	0	0	0	0
ZNF304	0	0	0	0
ZNF311	0	0	0	0
ZNF316	0	0	0	0
ZNF317	1	0	1	3
ZNF318	0	0	0	0
ZNF320	0	0	0	0
ZNF322	1	0	1	1
ZNF324	0	0	0	0
ZNF324B	0	0	0	0
ZNF329	0	0	0	0
ZNF331	0	0	0	0
ZNF333	0	0	0	0
ZNF334	0	0	0	0
ZNF335	0	0	0	0
ZNF337	0	0	0	0
ZNF33A	0	0	0	0
ZNF33B	0	0	0	0
ZNF34	0	0	0	0
ZNF341	1	1	1	3
ZNF343	0	0	0	0
ZNF346	0	0	0	0
ZNF35	0	0	0	0
ZNF350	0	0	0	0
ZNF354A	0	0	0	0
ZNF354B	0	0	0	0
ZNF354C	0	0	0	0
ZNF362	0	0	0	0
ZNF366	0	0	0	0
ZNF37A	0	0	0	0
ZNF382	1	0	1	9
ZNF383	0	0	0	0
ZNF384	0	0	0	0
ZNF391	0	0	0	0
ZNF394	0	0	0	0
ZNF395	0	0	0	0
ZNF398	0	0	0	0
ZNF404	0	0	0	0
ZNF407	0	0	0	0
ZNF41	1	0	1	2
ZNF410	0	0	0	0
ZNF414	0	0	0	0
ZNF415	1	0	0	0
ZNF416	1	1	0	0
ZNF417	0	0	0	0
ZNF418	0	0	0	0
ZNF419	0	0	0	0
ZNF423	0	0	0	0
ZNF425	0	0	0	0
ZNF426	0	0	0	0
ZNF429	0	0	0	0
ZNF430	0	0	0	0
ZNF431	0	0	0	0
ZNF432	0	0	0	0
ZNF433	0	0	0	0
ZNF436	0	0	0	0
ZNF438	0	0	0	0
ZNF439	0	0	0	0
ZNF44	0	0	0	0
ZNF440	0	0	0	0
ZNF441	0	0	0	0
ZNF442	0	0	0	0
ZNF444	0	0	0	0
ZNF445	0	0	0	0
ZNF449	0	0	0	0
ZNF45	0	0	0	0
ZNF454	0	0	0	0
ZNF460	0	0	0	0
ZNF467	1	0	1	1
ZNF468	0	0	0	0
ZNF473	0	0	0	0
ZNF479	0	0	0	0
ZNF48	0	0	0	0
ZNF480	0	0	0	0
ZNF483	0	0	0	0
ZNF484	0	0	0	0
ZNF485	0	0	0	0
ZNF486	0	0	0	0
ZNF488	0	0	0	0
ZNF490	0	0	0	0
ZNF491	0	0	0	0
ZNF492	0	0	0	0
ZNF493	0	0	0	0
ZNF496	0	0	0	0
ZNF501	0	0	0	0
ZNF502	0	0	0	0
ZNF506	0	0	0	0
ZNF507	0	0	0	0
ZNF510	0	0	0	0
ZNF511	0	0	0	0
ZNF512	0	0	0	0
ZNF512B	0	0	0	0
ZNF513	0	0	0	0
ZNF514	0	0	0	0
ZNF516	0	0	0	0
ZNF518A	0	0	0	0
ZNF519	1	0	1	1
ZNF521	0	0	0	0
ZNF524	0	0	0	0
ZNF525	0	0	0	0
ZNF527	0	0	0	0
ZNF528	1	0	1	4
ZNF529	0	0	0	0
ZNF530	0	0	0	0
ZNF532	0	0	0	0
ZNF534	0	0	0	0
ZNF540	0	0	0	0
ZNF543	0	0	0	0
ZNF544	0	0	0	0
ZNF547	0	0	0	0
ZNF548	0	0	0	0
ZNF549	0	0	0	0
ZNF550	0	0	0	0
ZNF552	0	0	0	0
ZNF554	0	0	0	0
ZNF555	0	0	0	0
ZNF557	0	0	0	0
ZNF558	0	0	0	0
ZNF560	0	0	0	0
ZNF561	0	0	0	0
ZNF562	0	0	0	0
ZNF563	0	0	0	0
ZNF564	0	0	0	0
ZNF565	0	0	0	0
ZNF566	0	0	0	0
ZNF567	0	0	0	0
ZNF57	0	0	0	0
ZNF570	0	0	0	0
ZNF571	0	0	0	0
ZNF573	0	0	0	0
ZNF574	0	0	0	0
ZNF577	0	0	0	0
ZNF579	0	0	0	0
ZNF580	0	0	0	0
ZNF581	0	0	0	0
ZNF582	0	0	0	0
ZNF584	0	0	0	0
ZNF585A	0	0	0	0
ZNF585B	0	0	0	0
ZNF586	0	0	0	0
ZNF587	0	0	0	0
ZNF589	0	0	0	0
ZNF592	0	0	0	0
ZNF595	0	0	0	0
ZNF596	0	0	0	0
ZNF597	0	0	0	0
ZNF600	0	0	0	0
ZNF605	0	0	0	0
ZNF610	0	0	0	0
ZNF611	0	0	0	0
ZNF613	0	0	0	0
ZNF614	0	0	0	0
ZNF615	0	0	0	0
ZNF616	0	0	0	0
ZNF618	0	0	0	0
ZNF619	0	0	0	0
ZNF620	0	0	0	0
ZNF621	0	0	0	0
ZNF622	0	0	0	0
ZNF623	0	0	0	0
ZNF624	0	0	0	0
ZNF626	0	0	0	0
ZNF627	0	0	0	0
ZNF629	0	0	0	0
ZNF639	0	0	0	0
ZNF641	0	0	0	0
ZNF644	0	0	0	0
ZNF645	0	0	0	0
ZNF649	0	0	0	0
ZNF652	1	1	0	0
ZNF654	0	0	0	0
ZNF658	0	0	0	0
ZNF660	0	0	0	0
ZNF662	0	0	0	0
ZNF664	0	0	0	0
ZNF667	0	0	0	0
ZNF669	1	0	1	2
ZNF670	0	0	0	0
ZNF671	0	0	0	0
ZNF674	0	0	0	0
ZNF675	1	0	1	1
ZNF677	0	0	0	0
ZNF680	0	0	0	0
ZNF681	0	0	0	0
ZNF682	0	0	0	0
ZNF684	0	0	0	0
ZNF687	0	0	0	0
ZNF69	0	0	0	0
ZNF692	1	1	1	2
ZNF695	0	0	0	0
ZNF697	0	0	0	0
ZNF7	1	1	1	1
ZNF701	0	0	0	0
ZNF704	0	0	0	0
ZNF705G	0	0	0	0
ZNF706	0	0	0	0
ZNF707	0	0	0	0
ZNF708	0	0	0	0
ZNF71	0	0	0	0
ZNF711	1	0	1	3
ZNF714	0	0	0	0
ZNF716	0	0	0	0
ZNF730	0	0	0	0
ZNF736	0	0	0	0
ZNF737	0	0	0	0
ZNF74	0	0	0	0
ZNF740	0	0	0	0
ZNF747	0	0	0	0
ZNF749	0	0	0	0
ZNF750	0	0	0	0
ZNF75A	0	0	0	0
ZNF75D	0	0	0	0
ZNF76	0	0	0	0
ZNF764	0	0	0	0
ZNF765	0	0	0	0
ZNF766	0	0	0	0
ZNF768	1	1	1	1
ZNF770	0	0	0	0
ZNF774	0	0	0	0
ZNF776	0	0	0	0
ZNF777	0	0	0	0
ZNF778	0	0	0	0
ZNF780A	0	0	0	0
ZNF781	0	0	0	0
ZNF782	0	0	0	0
ZNF783	0	0	0	0
ZNF784	0	0	0	0
ZNF785	0	0	0	0
ZNF786	0	0	0	0
ZNF788	0	0	0	0
ZNF789	0	0	0	0
ZNF790	0	0	0	0
ZNF791	0	0	0	0
ZNF792	0	0	0	0
ZNF793	0	0	0	0
ZNF799	0	0	0	0
ZNF8	0	0	0	0
ZNF800	0	0	0	0
ZNF805	0	0	0	0
ZNF808	0	0	0	0
ZNF81	0	0	0	0
ZNF816	0	0	0	0
ZNF823	0	0	0	0
ZNF83	0	0	0	0
ZNF830	0	0	0	0
ZNF837	0	0	0	0
ZNF84	0	0	0	0
ZNF843	0	0	0	0
ZNF846	0	0	0	0
ZNF85	0	0	0	0
ZNF860	0	0	0	0
ZNF879	0	0	0	0
ZNF880	0	0	0	0
ZNF891	0	0	0	0
ZNF90	0	0	0	0
ZNF92	0	0	0	0
ZNF93	0	0	0	0
ZSCAN16	0	0	0	0
ZSCAN18	0	0	0	0
ZSCAN2	0	0	0	0
ZSCAN20	0	0	0	0
ZSCAN21	0	0	0	0
ZSCAN22	1	0	1	3
ZSCAN23	0	0	0	0
ZSCAN26	0	0	0	0
ZSCAN29	0	0	0	0
ZSCAN30	0	0	0	0
ZSCAN31	0	0	0	0
ZSCAN4	0	0	0	0
ZSCAN5A	0	0	0	0
ZSCAN5B	0	0	0	0
ZSCAN5C	0	0	0	0
ZSCAN9	0	0	0	0
ZTA	0	0	0	0
ZXDB	0	0	0	0
ZXDC	0	0	0	0
ZZZ3	0	0	0	0
